2theta,intensity,b1,b2,h,k,l,phase,phase_idx
68.33400994548195,7.208393381388449,0.0048945,4.805539684e-09,7,1,1,CaNi(PO3)4_15_sym,0
68.31658779351518,75.63166512151379,0.0048945,4.8012426809999995e-09,7,3,-5,CaNi(PO3)4_15_sym,0
69.7500700322669,5.541675969246728,0.0048945,5.1654406410000004e-09,1,3,-6,CaNi(PO3)4_15_sym,0
68.01752574416518,16.975133429134047,0.0048945,4.727250025000001e-09,2,6,-2,CaNi(PO3)4_15_sym,0
69.31232894202604,12.423526604282243,0.0048945,5.0523664000000005e-09,2,4,4,CaNi(PO3)4_15_sym,0
68.30774384360846,5.664826576706184,0.0048945,4.799025625000001e-09,6,4,0,CaNi(PO3)4_15_sym,0
69.5891318202043,0.4359978665877552,0.0048945,5.1236964e-09,0,4,5,CaNi(PO3)4_15_sym,0
68.41898493929423,21.183713939112348,0.0048945,4.8266366760000005e-09,0,6,2,CaNi(PO3)4_15_sym,0
69.52176379134627,16.820203487279926,0.0048945,5.1062457640000005e-09,6,2,2,CaNi(PO3)4_15_sym,0
70.91390887896492,0.6040431910032501,0.0048945,5.473632256e-09,1,1,6,CaNi(PO3)4_15_sym,0
70.89899002684271,0.5617611668597678,0.0048945,5.469637849e-09,4,2,-7,CaNi(PO3)4_15_sym,0
69.40543149469154,10.078841087070746,0.0048945,5.076277504000001e-09,8,2,-5,CaNi(PO3)4_15_sym,0
69.54150041924,9.771398788334194,0.0048945,5.111392036000001e-09,2,6,1,CaNi(PO3)4_15_sym,0
69.72859575961151,0.2646870727910033,0.0048945,5.159836224e-09,8,2,-1,CaNi(PO3)4_15_sym,0
69.88769658086603,16.110730563940702,0.0048945,5.201294399999999e-09,7,3,0,CaNi(PO3)4_15_sym,0
70.33211263929995,0.012719096753145738,0.0048945,5.318201476e-09,8,0,-6,CaNi(PO3)4_15_sym,0
71.3389988158712,45.40693855007143,0.0048945,5.589057599999999e-09,4,2,4,CaNi(PO3)4_15_sym,0
69.93507327733302,37.2201236766781,0.0048945,5.213706436000001e-09,5,5,0,CaNi(PO3)4_15_sym,0
71.97530479902397,1.3401697110726882,0.0048945,5.764453776e-09,3,1,5,CaNi(PO3)4_15_sym,0
70.43313028944236,0.49259592465149554,0.0048945,5.344925880999999e-09,6,4,-5,CaNi(PO3)4_15_sym,0
70.81373726843714,6.545406313082084,0.0048945,5.446587600999999e-09,8,0,0,CaNi(PO3)4_15_sym,0
70.6995691743994,6.661775986988822,0.0048945,5.416076836e-09,5,5,-4,CaNi(PO3)4_15_sym,0
71.39042594008797,3.078239710659271,0.0048945,5.6031213159999995e-09,2,6,-3,CaNi(PO3)4_15_sym,0
73.52503202487107,0.4134730011668922,0.0048945,6.205973283999999e-09,2,2,-7,CaNi(PO3)4_15_sym,0
73.88423462917062,1.1825646788687443,0.0048945,6.311190249000001e-09,1,1,-7,CaNi(PO3)4_15_sym,0
71.43177515796594,0.06399966792359037,0.0048945,5.614355041e-09,9,1,-3,CaNi(PO3)4_15_sym,0
71.5816007367359,12.209322974981475,0.0048945,5.655491209000001e-09,9,1,-4,CaNi(PO3)4_15_sym,0
72.73665586896581,0.09932037726138113,0.0048945,5.978846329000001e-09,4,4,-6,CaNi(PO3)4_15_sym,0
73.29899016291174,0.5261244538532042,0.0048945,6.1402896e-09,6,2,-7,CaNi(PO3)4_15_sym,0
72.87710165331913,1.995932744039653,0.0048945,6.018966724e-09,3,5,-5,CaNi(PO3)4_15_sym,0
73.0524844601344,19.277598519422728,0.0048945,6.069189024999999e-09,1,5,4,CaNi(PO3)4_15_sym,0
73.09296089336948,14.497596490587087,0.0048945,6.080880399999999e-09,4,4,3,CaNi(PO3)4_15_sym,0
73.5457089294457,33.04430121658598,0.0048945,6.2121194890000005e-09,7,1,-7,CaNi(PO3)4_15_sym,0
73.90364450656303,2.037954454017303,0.0048945,6.316911441000001e-09,2,4,-6,CaNi(PO3)4_15_sym,0
72.70333921451456,36.264240285112756,0.0048945,5.969416644000001e-09,4,6,-2,CaNi(PO3)4_15_sym,0
73.23254075756756,1.6032158644089067,0.0048945,6.121184644000001e-09,0,6,3,CaNi(PO3)4_15_sym,0
72.74297057586377,8.831713815006479,0.0048945,5.9807022250000005e-09,4,6,-1,CaNi(PO3)4_15_sym,0
73.77512835738384,9.887670739979043,0.0048945,6.2791360809999995e-09,7,3,-6,CaNi(PO3)4_15_sym,0
74.29832014020835,14.256324900936837,0.0048945,6.4338045209999995e-09,5,3,3,CaNi(PO3)4_15_sym,0
73.19075252303992,2.192010016355825,0.0048945,6.109141921e-09,9,1,-2,CaNi(PO3)4_15_sym,0
73.65799387962662,0.21436538323360724,0.0048945,6.244792575999999e-09,6,4,1,CaNi(PO3)4_15_sym,0
73.63545312739687,0.003076229083814273,0.0048945,6.2383142889999995e-09,9,1,-5,CaNi(PO3)4_15_sym,0
74.11232603984035,51.220725207352984,0.0048945,6.378577956e-09,8,2,-6,CaNi(PO3)4_15_sym,0
73.87053385455513,0.1503846446135648,0.0048945,6.307218724e-09,2,6,2,CaNi(PO3)4_15_sym,0
76.17160862542715,27.66475750493105,0.0048945,7.006527025e-09,2,0,6,CaNi(PO3)4_15_sym,0
75.09043932499804,2.866371808827777,0.0048945,6.672439225e-09,1,5,-5,CaNi(PO3)4_15_sym,0
75.00485194011854,0.41261105361958766,0.0048945,6.646325625e-09,3,5,3,CaNi(PO3)4_15_sym,0
74.51972029522354,0.043460693025618544,0.0048945,6.500068129000001e-09,5,5,1,CaNi(PO3)4_15_sym,0
74.5838626869649,24.421840355476547,0.0048945,6.519270563999999e-09,8,2,0,CaNi(PO3)4_15_sym,0
76.27016234719774,7.970252348237093,0.0048945,7.0375321e-09,3,3,-7,CaNi(PO3)4_15_sym,0
74.55838636016856,0.5285952895178115,0.0048945,6.511521635999999e-09,4,6,-3,CaNi(PO3)4_15_sym,0
76.1586579636383,8.126871768287629,0.0048945,7.002509761e-09,5,3,-7,CaNi(PO3)4_15_sym,0
74.67611378298123,28.561877486603787,0.0048945,6.546913569000001e-09,4,6,0,CaNi(PO3)4_15_sym,0
75.63668241830297,1.7894867238739844,0.0048945,6.839951616e-09,5,5,-5,CaNi(PO3)4_15_sym,0
